,ID,proposition1,proposition2,label,prep_needed,contradiction type
1208,QT50_637,changing books in any way and banning them is very very dangerous,it’s good to look back on the books and see what was bad about them and criticise them,1.0,0.0,antonymy
1209,QT50_638,so maybe not all road projects are being scrapped but pretty damn near all,it wasn’t all major road projects who have been scrapped,1.0,1.0,negation
1210,QT50_639,it wasn’t all major road projects who have been scrapped,the decision to scrap all major road projects will or will not damage the Welsh economy,1.0,1.0,negation
1212,QT50_641,"from Llanbedr, where Liz Saville-Roberts lives, down to Chepstow, where David Davies lives, and along the M4, we’re not going to be breathing clean air",we would breathe clean air,1.0,1.0,structural
1213,QT50_642,let’s think about the next five/50 days when people are going to need to be able to get around on buses and on better public transport,we should think about 2050,1.0,0.0,lexical
1214,QT50_643,Anita Boateng believes that Cardiff is reasonably good for public transport once you get out of there,Wales does not have the kind of public transport that you should all rightly expect,1.0,1.0,WK
1215,QT50_644,on climate change issues let us walk before we run,we need to be ambitious for climate change,1.0,0.0,lexical
1216,QT50_645,Rakie Ayola always thinks that maybe did Labour decide to scrap the roads and then find a reason for it,Rakie Ayola thinks it’s great that Labour are thinking about the environment,1.0,0.0,lexical
1218,QT50_647,with a large scale resettlement programme we can show the world that we are a compassionate nation,there is no large scale resettlement programme to provide meaningful safe and legal routes,1.0,1.0,negation
1220,QT50_649,"the barracks will house something like 5,000 people","in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed",1.0,0.0,numeric
1224,QT50_653,Fraser didn't used to support the UK governments Rwanda deportations,Fraser Nelson does support the Government's plan for Rwandan deportations,1.0,1.0,negation
1225,QT50_654,Albania is a safe country,"not so long ago, I think Albanians were accounting for almost half the arrivals of small boats",1.0,0.0,WK
1226,QT50_655,the Government are outsourcing most of the carbon emissions to China and so on,"At the same time, the Government are saying they're doing such a wonderful job",1.0,1.0,WK
1227,QT50_656,the Government are granting airport expansions,"At the same time, the Government are saying they're doing such a wonderful job",1.0,1.0,WK
1228,QT50_657,the Government are granting coal mines,"At the same time, the Government are saying they're doing such a wonderful job",1.0,1.0,WK
1229,QT50_658,the Government are granting North Sea oil,"At the same time, the Government are saying they're doing such a wonderful job",1.0,1.0,WK
1232,QT50_661,nothing is happening,we hear words from the Conservative Government,1.0,1.0,factive
1233,QT50_662,the plans that the Government have set out today are tinkering at the edges,we have to do something like Green Day proposed by the Government,1.0,1.0,lexical
1234,QT50_663,there is so much more to be done,decarbonising at the fastest rate in the G7 is a real achievement,1.0,1.0,lexical
1235,QT50_664,we have to reach 2050 goal,the 2050 target is going to be really difficult,1.0,1.0,lexical
1239,QT50_668,the Government haven't delivered the promised reform for renters,the Government have promised a renters reform,1.0,1.0,factive
1241,QT50_670,building more homes is difficult,building more houses is what we need to do,1.0,1.0,structural
1242,QT50_671,people objected to the Government policy to make it easier to build homes,the Government tried to introduce the policy where it would be easier to build homes,1.0,1.0,antonymy
1243,QT50_672,the Government dropped the policy to make it easier to build homes pretty damn pronto,the Government tried to introduce the policy where it would be easier to build homes,1.0,1.0,factive
1244,QT50_673,the Conservatives are only thinking short-term,we have to look to the future and not just to short termism,1.0,1.0,structural
1247,QT50_676,Andrew Murrison can help AudienceMember 20230427QT16 get on the property ladder by doing xxx now,right to buy was quite some time ago,1.0,1.0,WK
1250,QT50_679,"the 16,000 new policemen are tackling online fraud",people want visible policing,1.0,1.0,WK
1251,QT50_680,an invisible hand driving inflation is not what's happening,"cost of living crisis sounds as if there's some sort of inevitable mechanism, an invisible hand that's driving inflation",1.0,1.0,negation
1252,QT50_681,we have an inequality crisis not a cost of living crisis,we talk about a cost of living crisis here,1.0,0.0,structural
1253,QT50_682,little has been put in place for young people,we're talking about young people and supporting them,1.0,0.0,factive
1254,QT50_683,Fraser Nelson doesn't see the edges of the society starting to fray as law and order crackdown,there you can see the edges of our society starting to fray in a very alarming way,1.0,1.0,negation
1255,QT50_684,no community can have policing done to it,"we would reintroduce the PCSOs, the community police officers",1.0,0.0,structural
1256,QT50_685,then you're worried about antisocial behaviour,you have cut local services to the bone,1.0,0.0,WK
1257,QT50_686,there are no youth services,then you're worried about antisocial behaviour,1.0,0.0,WK
1258,QT50_687,we are not dealing with fraud properly,fraud is the priority,1.0,1.0,factive
1259,QT50_688,the building of houses is not going fast enough,"you go around my constituency and 650 up and down this country, you'll see building going on right now",1.0,1.0,factive
1262,US2016_002,"HillaryClinton actually has specifics, names names, etc",most of what Hillary Clinton said has been fluff and targeted rhetoric,1.0,1.0,lexical
1263,US2016_003,I said nothing about sanders in this,Sanders has just been full of platitudes with no specifics,1.0,0.0,negation
1265,US2016_005,I wasn't surprised,I can't believe people were that dumb to clap for that,1.0,0.0,antonymy
1266,US2016_006,Trump is the only Billionaire,this fact is incorrect,1.0,0.0,factive
1267,US2016_007,this fact is incorrect,it's quite scary to imagine that everyone on that stage but Bernie is a Billionaire,1.0,0.0,factive
1268,US2016_008,CrumpledForeskin probably shouldn't have jumped to conclusions,it's quite scary to imagine that everyone on that stage but Bernie is a Billionaire,1.0,0.0,lexical
1269,US2016_009,I hate TRUMP,I love TRUMP,1.0,1.0,antonymy
1270,US2016_010,PAUL is the closest we have to a libertarian since Ron Paul or Gary Johnson,PAUL is faux Libertarian,1.0,1.0,lexical
1280,US2016_020,defunding planned parenthood is not a huge game changer,A lot of people are talking about defunding planned parenthood,1.0,1.0,negation
1283,US2016_023,"In fact , Wisconsin added barely half that and ranked 35th in the country in job growth","when WALKER ran for governor of Wisconsin back in 2010 , WALKER promised that WALKER would create 250,000 jobs in WALKER's first term , first four years",1.0,0.0,factive
1284,US2016_024,"most of us in America understand that people , not the government creates jobs",people like Hillary Clinton think you grow the economy by growing Washington,1.0,0.0,structural
1285,US2016_025,"income inequality remains significant , and nearly half of Americans are living paycheck to paycheck","There 's been a record six straight years of job growth , and new census numbers show incomes have increased at a record rate after years of stagnation",1.0,0.0,WK
1290,US2016_030,corporate is staying Manufacturing is leaving,Ford are not leaving Detroit,1.0,0.0,negation
1291,US2016_031,sure TRUMP does understand,TRUMP does not understand that screaming at a woman in front of 100 million people makes him look like a fucking asshole,1.0,1.0,negation
1294,US2016_034,that's a terrible idea,let TRUMP control the narrative,1.0,1.0,WK
1296,US2016_036,TRUMP 's not even complaining,"in a way , TRUMP should be complaining",1.0,1.0,negation
1298,US2016_038,"In the last couple of weeks , TRUMP acknowledged what most Americans have accepted for years : The president was born in the United States","for five years , TRUMP perpetuated a false claim that the nation 's first black president was not a natural-born citizen",1.0,0.0,factive
1300,US2016_040,it can't be dismissed that easily,TRUMP tried to put the whole racist birther lie to bed,1.0,1.0,negation
1302,US2016_042,that's not ridiculous,that's ridiculous,1.0,1.0,negation
1303,US2016_043,"if there were nuclear war in East Asia, that's not fine","if there were nuclear war in East Asia, that 's fine",1.0,1.0,negation
1304,US2016_044,it's lies that TRUMP wishes a good time having nuclear war,have a good time having nuclear war,1.0,1.0,lexical
1305,US2016_045,CLINTON thinks the single greatest problem the world has is global warming,the single greatest problem the world has is nuclear armament and nuclear weapons,1.0,0.0,structural
1306,US2016_046,OBAMA thinks the single greatest problem the world has is global warming,the single greatest problem the world has is nuclear armament and nuclear weapons,1.0,1.0,structural
1307,US2016_047,USA are losing billions and billions of dollars,"as far as Japan is concerned , TRUMP wants to help all of USA's allies",1.0,1.0,lexical
1308,US2016_048,USA can not be the policemen of the world,"as far as Japan is concerned , TRUMP wants to help all of USA's allies",1.0,1.0,lexical
1309,US2016_049,TRUMP never said that,"women are pigs , slobs and dogs , and pregnancy is an inconvenience to employers",1.0,1.0,negation
1310,US2016_050,TRUMP didn't say that,women don't deserve equal pay unless they do as good a job as men,1.0,1.0,negation
1312,US2016_052,now CLINTON is for same-sex marriage,CLINTON was against same-sex marriage,1.0,1.0,antonymy
1313,US2016_053,now CLINTON says Obama's immigration policies are too harsh,CLINTON defended President Obama's immigration policies,1.0,1.0,lexical
1314,US2016_054,"now, suddenly, last week, CLINTON is against Obama's trade deal",CLINTON supported Obama's trade deal dozen of times,1.0,1.0,antonymy
1315,US2016_055,"now, suddenly, last week, CLINTON is against Obama's trade deal","CLINTON even called Obama's trade deal the ""gold standard""",1.0,1.0,lexical
1316,US2016_056,CLINTON pleads guilty to being kind of moderate and center,CLINTON would take a back seat to no one when it comes to progressive values,1.0,1.0,lexical
1318,US2016_058,"RUBIO can't justify ending a life just because it begins violently, through no fault of the baby",RUBIO favor's a rape and incest exception to abortion bans,1.0,1.0,WK
1319,US2016_059,TRUMP is pro-life,TRUMP is very pro- choice,1.0,0.0,WK
1320,US2016_060,KASICH wants to tell the audience what he's done,tonight we hear about what people want to do,1.0,0.0,structural
1321,US2016_061,TRUMP can't say anything extremely rough to CLINTON and to her family,TRUMP was going to say something extremely rough to CLINTON's family,1.0,1.0,negation
1322,US2016_062,CHAFEE emphasized civil liberties and privacy during his campaign,CHAFEE and CLINTON both voted for the Patriot Act which created the NSA surveillance program,1.0,1.0,factive
1323,US2016_063,"now it turns out USA might be deporting 1,800 people",the other day USA were deporting 800 people,1.0,1.0,numeric
