ID	locution1	locution2	proposition1	proposition2	locution1_corrected	locution2_corrected	proposition1_corrected	proposition2_corrected	label	prop_needed
QT50_524	they should have thought of that when they started the inflation in the first place	the Government going on about inflation and saying, we want to stop inflation	the Government should have thought of the dangers of inflation when they started the inflation in the first place	the Government going on about inflation and saying, we want to stop inflation					non-contradiction	False
QT50_525	"the first thing that Margaret Thatcher did when she came into office, pretty much, was to pay the 
public sector quite large increases"	"the Tory Party seems to believe that Margaret Thatcher was tremendously 
tough, and so they should be like her"	the first thing that Margaret Thatcher did when she came into office was to pay the public sector quite large increases	the Tory Party seems to believe that Margaret Thatcher was tremendously tough, and so they should be like her					contradiction	 False
QT50_526	Peter's suggesting that the Government has effectively painted itself into a corner.	the Government needs to get in the room and have a conversation	Peter Hitchens is suggesting that the Government has effectively painted itself into a corner	the Government needs to get in the room with nurses and and have a conversation					non-contradiction	False
QT50_527	if they’ve got to safe country first, they don't need to come from France to the UK	if you've got to a safe country, we would let people in who have a genuine fear of persecution, if they can get here	if Iranians got to a safe country first, they don't need to come from France to the UK	if you've got to a safe country, we would let people in who have a genuine fear of persecution, if they can get here					Contradiction	False
QT50_528	Who on earth do the Tories think have broken this system	so many Tories have been talking about how the system is broken	the Tories have broken this system	so many Tories have been talking about how the system is broken					Non-Contradiction	False
QT50_529	we all assumed was a barrier across which people couldn't and wouldn’t come	The sea, which we all assumed was a barrier across which people couldn't and wouldn’t come, has now become, basically a highway	we all assumed the sea was a barrier across which people couldn't and wouldn’t cross	the sea has now become, basically, a highway					Non-Contradiction	False
QT50_530	We have no successor agreement to Dublin	we could	we have no successor agreement to Dublin	when Britain were part of the EU we could return people seeking asylum to other European countries					contradiction	True
QT50_531	we have a problem with people coming across the Channel	I don't have a problem with people coming	we have a problem with people coming across the Channel	AudienceMember20230112QT14 doesn't have a problem with people coming					contradiction	False
QT50_532	I think the solution is very simple	Mr Rees-Mogg pointed out a very good solution	AudienceMember20230112QT14 thinks the solution is very simple	Mr Rees-Mogg pointed out a very good solution					non-contradiction	False
QT50_533	if not, weeks	They're there for days	elderly patients who need social care are in wards unable to be discharged for weeks	elderly patients who need social care are in wards unable to be discharged for days					non-contradiction	False
QT50_534	he's not saying it	Many people have asked him, to try and get him to say it	Rishi Sunak is not saying that the NHS is in crisis	many people have asked Rishi Sunak, to try and get him to say that the NHS is in crisis					contradiction   	True
QT50_535	"The problem with that argument is that the service was in a poor shape before COVID and the 
lockdown"	notably COVID and lockdown and flu	the problem with arguing the NHS is struggling due to COVID and lockdown is that the service was in a poor shape before COVID and the lockdown	notably COVID and lockdown and flu					non-contradiction	 False
QT50_536	That hasn't even been done, remotely even looked into	In 2019 there was a manifesto pledged that they were going to build 14 new hospitals	building 14 new hospitals hasn't even been done, remotely even looked into	in 2019 there was a manifesto pledged that the NHS were going to build 14 new hospitals					contradiction	False
QT50_537	we've justified it enough	we need to justify a pay rise	NHS staff have justified a pay rise enough	NHS staff need to justify a pay rise					contradiction	False
QT50_538	even at a time like this when finances are stretched, he found an additional £14bn to ensure that the NHS has got really…resources going into the coming years	you're going to say it's not all about money	even at a time like this when finances are stretched Rishi Sunak found an additional £14bn to ensure that the NHS has got resources going into the coming years	AudienceMember20230126QT03 is going to say it's not all about money					Contradiction	False
QT50_539	that is completely irrelevant if the people there are leaving	we're increasing this number or increasing that number	increasing new hires is completely irrelevant if the people there are leaving	on Question Time most weeks the government representatives claim to be increasing this number or increasing that number					contradiction	False
QT50_540	despite how it feels to so many of us	"there are actually more doctors and more nurses now than there were 
let's say in 2019"	there is greater NHS staffing despite how it feels to so many of us	there are actually more doctors and more nurses now than there were let's say in 2019					non-contradiction	 False
QT50_541	they take everything, move everything, sweep everything, and cap it	they have got all the opportunities when things like this happen	the NHS take everything, move everything, sweep everything, and cap it	the NHS got all the opportunities when things like attack on AudienceMember20230126QT08 happen					non-contradiction	 False
QT50_542	It was just racially motivated	because of disability after being attacked by a care work assistant, a support worker, for no reason	the attack on AudienceMember20230126QT08 was just racially motivated	AudienceMember20230126QT08 became a person with disability after being attacked by a care work assistant, a support worker, for no reason					contradiction	True
QT50_543	You can't guarantee on a normal day that you will get an ambulance when you need it	we're in the ludicrous position at the moment where Conservative ministers are talking about introducing minimum standards during strikes	You can't guarantee on a normal day that you will get an ambulance when you need it	we're in the ludicrous position at the moment where Conservative ministers are talking about introducing minimum standards during strikes					non-contradiction	False
QT50_544	when it comes to things like the NHS or the education sector you're effectively saying to all these public sector workers get poorer and be happy about it	Pay's got to be competitive	when it comes to things like the NHS or the education sector the government is effectively saying to all these public sector workers get poorer and be happy about it	pay's got to be competitive					contradiction	False
QT50_545	there is a lot of politics in it of course	the position is, the way it's worked, and by the way, not just under the Conservative Government but under previous governments is that these decisions, you try to take the politics out of it	there is a lot of politics in the decision about the pay for public sector workers of course	with these decisions you try to take the politics out of the NHS pay debate					Self-Contradiction	False
QT50_546	from all my years of going on Question Time I know that the two most unpopular things to suggest and to support are incest and private medicine	what about using more private medicine?	"from all my years of going on Question Time I know that the two most unpopular things to suggest and to support are 
incest and private medicine"	the NHS should be using more private medicine					contradiction	 True
QT50_547	what I wanted to say is that we already have in our countryâ€¦there are certain sectors that can't strike	that's absolutely right	what Alex Chalk wanted to say is that we already have in our country certain sectors that can't strike	that's absolutely right	what I wanted to say is that we already have in our country, there are certain sectors that can't strike				non-contradiction	False
QT50_548	when it comes to the issue of life and limb if you don't know that someone will come when there's literally a risk to life, I don't think that's the right	the point the gentleman's making, of course you have to be able to strike that balance	when it comes to the issue of life and limb if you don't know that someone will come when there's literally a risk to life, I don't think that's the right	the point the gentleman's making, of course you have to be able to strike that balance					non-contradiction	False
QT50_549	that not happening, is genuine to show that the NHS is at breaking point	Coming to save us, in our desperate state of need	that the NHS coming to save us is not happening, is genuine to show that the NHS is at breaking point	the NHS is coming to save us, in our desperate state of need					contradiction	True
QT50_550	people expect that the Government take responsibility for the NHS	it's not the responsibility of Government	people expect that the Government take responsibility for the NHS	it's not the responsibility of Government to take account of recruitment and retention issues when considering the settlement that they put forward					contradiction	 False
QT50_551	not hiding behind others	people expect that the Government take responsibility for the NHS	people don't expect Government to hide behind others	people expect that the Government take responsibility for the NHS					non-contradiction	 True
QT50_552	I should do	currently I don't have the right to strike	AudienceMember 20230126QT23 should have the right to strike	currently AudienceMember 20230126QT23 doesn't have the right to strike					contradiction	 False
QT50_553	everyone wants to talk about it	they don't want to hear any more about it	everyone wants to talk about Harry's autobiography	no one wants to hear any more about Harry's autobiography					Contradiction	False
QT50_554	The Government need to start tackling inflation first	obviously it's conditions also	the Government need to start tackling inflation first	obviously conditions are also eroding people's pay					contradiction	True
QT50_555	one of my criticisms of this is that he doesn't actually have any solutions to it at all	lots of terrible mistakes were made	one of my criticisms of this is that Prince Harry doesn't actually have any solutions to it at all	lots of terrible mistakes were made					non-contradiction	 False
QT50_556	"the royals have been turned into this kind of hideous cartel where they're feeding each other to the 
wolves in order to advance their own interests"	being able to be a family	the royals have been turned into this kind of hideous cartel where they're feeding each other to the wolves in order to advance their own interests	the royals being able to be a family					non-contradiction	 False
QT50_557	we go oh, isn't it so good for tourism	I think of them as like zoo animals who've been in bred in captivity and they lead these existences where they're clearly really unhappy	we go oh, isn't the monarchy so good for tourism	Ash Sarkar thinks of the royals as like zoo animals who've been in bred in captivity and they lead these existences where they're clearly really unhappy					non-contradiction	 True
QT50_558	unless you get on top of inflation	Winston Churchill, you talked about Conservatives, he was called the treasure in the heart of every man	unless you get on top of inflation	Winston Churchill, he was called the treasure in the heart of every man					-	True
QT50_559	we have not forgotten what Liz Truss and what your Government did to our economy	you forget	we have not forgotten what Liz Truss and what Alex Chalk's Government did to our economy	Alex Chalk forgets what Liz Truss and his government did to the British economy					contradiction	True
QT50_560	she wants money	What she is saying saying is not tribute so much	AudienceMember 20230209QT01 wants money	what AudienceMember 20230209QT01 is saying saying is not tribute					non-contradiction	 False
QT50_561	We have no interest in taking money away from anyone else	I do appreciate the money has to come from somewhere	teachers have no interest in taking money away from anyone else	AudienceMember 20230209QT07 does acknowledge the money has to come from somewhere					contradiction	False
QT50_562	That's a nonsense	We get this narrative in this country that we're all in it together	the narrative we get in this country that we're all in it together is nonsense	we get this narrative in this country that we're all in it together					Contradiction	False
QT50_563	There are those who don't support it	I know the majority of people according to polling support the teachers strike	there are those who don't support the teachers' strike	Fiona Bruce knows the majority of people according to polling support the teachers strike					Contradiction	False
QT50_564	we can't just fix it 10 percent	I would love nothing more than to be able to go in and say, here's a whole load -- and we have done it	AudienceMember 20230209QT14's business can't just fix the pay rise at 10 percent	AudienceMember 20230209QT14 would love nothing more than to be able to go in and say, here's a whole load -- and we have done it					Contradiction	False
QT50_565	it is women who are being made to pay for this	the one kind of group we haven't mentioned so far is women	it is women who are being made to pay for this	the one kind of group we haven't mentioned so far is women					non-contradiction	 False
QT50_566	I'm not going to go there	you are desperate to drag this into the gutter	India Willoughby is not going to go to the gutter	Ella Whelan is desperate to drag this into the gutter					contradiction	False
QT50_567	You're making it sound like a lifestyle	it could be a genuine trans person born that way	Ella Whelan is making trans-reality sound like a lifestyle	Isla Bryson could be a genuine trans person born that way					Contradiction	False
QT50_568	You don't know	You're making it sound like a lifestyle	Ella Whelan doesn't know whether Isla Barrow is actually trans	Ella Whelan is making trans-reality sound like a lifestyle					non-contradiction	False
QT50_569	It is not even 0.5	We have been audited trail of 1,000 plus negative stories a month on 0.5 percent of the population	the number of trans women is not even 0.5 percent of the population	we have been audited trail of 1,000 plus negative stories a month on 0.5 percent of the population					contradiction	False
QT50_570	it has been quite at times a toxic debate in Scotland	it is important to say that	the Equality Act debate has been quite at times a toxic debate in Scotland	"it is important to say that you are able to have a deliberation between single sex basis under the provisions 
within the Equality Act"					non-contradiction	True
QT50_571	it is worth saying this legislation passed in the Scottish party with an overwhelming majority	it has been quite at times a toxic debate in Scotland	it is worth saying the Equality Act legislation passed in the Scottish parliament with an overwhelming majority	the Equality Act debate has been quite at times a toxic debate in Scotland					Self-Contradiction	False
QT50_572	a lot of these stories are made up	some of you might not believe that given what you have read in the press	a lot of the stories in the press are made up	"some of you might not believe that there is no way somebody who has committed rape would be moved into the women's 
estate given what you have read in the press"					non-comtradiction	True
QT50_573	the Scottish Prison seem to be catching these people when they should	I'm not saying it is an issue of trans issue	the Scottish Prison seem to be catching trans sex offenders when they should	Unknown Speaker is not saying sex offenders being moved to female prisons is an issue of trans issue					non-contradiction	 False
QT50_574	They are really bad places	the idea as well that women's prisons are like the Women's Institute, everybody is making jam and doing knitting	women's prisons are really bad places	there's an idea as well that women's prisons are like the Women's Institute, everybody is making jam and doing knitting					contradiction	False
QT50_575	you have to bend over backwards and to that spiel as a woman to say what you want to say	dress how you want to dress	you have to bend over backwards and to that spiel as a woman to say what you want to say	dress how you want to dress					non-contradiction	 False
QT50_576	it is important to recognise this is one of the most consulted on pieces of legislation in history, Scottish history	we spoke about the review earlier on	it is important to recognise the Gender Recognition Reform bill is one of the most consulted on pieces of legislation in history, Scottish history	we spoke about whether to review around the Gender Recognition Reform bill earlier on					non-contradiction	True
QT50_577	I don't think that's a an acceptable way for the Secretary of State to behave	we would have acted in good faith	drop the Gender Recognition Reform bill or the Westminster Government see the Scottish Government in court	the Scottish Government would have acted in good faith			that is not an acceptable way for the Secretary of State to behave		non-contradiction	False
QT50_578	you can't biologically change sex	You can live your life how you like	you can't biologically change sex	you can live your life how you like					non-contradiction	 False
QT50_579	there's a lot of merit in it	which used to be seen as a bit of a clichÃ©	there's a lot of merit in taxing the rich	taxing the rich used to be seen as a bit of a clichÃ©		which used to be seen as a bit of a cliché		taxing the rich used to be seen as a bit of a cliché	contradiction	True
QT50_580	Both governments failed to do that	The key thing about Section 35 is you're supposed to resolve all these problems before you get there	both governments failed to resolve all problems concerning women's safety	the key thing about Section 35 is you're supposed to resolve all problems concerning women's safety before you get to passing a bill					contradiction	True
QT50_581	At the moment, that is not allowed	it's happened before	at the moment, being given a humanitarian visa and coming to the UK to complete the application is not allowed	safe and legal routes have worked before					Contradiction	False
QT50_582	It just doesn't feel like the caring and compassionate response I would want from, you know, the country I live in at the moment	some of the policies that I think have been announced this week around stopping illegal immigrants from opening bank accounts, and housing people potentially in disused army barracks, going forward	stopping illegal immigrants from opening bank accounts, and housing people potentially in disused army barracks just doesn't feel like the caring and compassionate response AudienceMember20230112QT19 would want from the country he lives in at the moment	some of the policies have been announced this week around stopping illegal immigrants from opening bank accounts, and housing people potentially in disused army barracks, going forward					contradiction	False
QT50_583	this is something which could practically be done	one of the major failures of Labour in many, many years of power, was to get any kind of control over immigration whatsoever	paying the French to secure their coastline is something which could practically be done	one of the major failures of Labour in many, many years of power, was to get any kind of control over immigration whatsoever					Contradiction	False
QT50_584	Which isn't, to me, a particularly attractive prospect	turned into some kind of weird campaign to turn Britain into Singapore on Thames	turning Britain into Singapore is not a particularly attractive prospect	Brexit turned into some kind of weird campaign to turn Britain into Singapore on Thames					non-contradiction	True
QT50_585	I can this time, it really, really isn't my fault	I can't often say that	Peter Hitchens can this time, it really, really is not my fault	Peter Hitchens cannot often say that isn't his fault					Contradiction	False
QT50_586	I find it incredibly disappointing as a lifelong Conservative voter to hear Jacob saying all this stuff.	that means, deregulating	"audience member 20230112QT23 finds it incredibly disappointing as a lifelong Conservative voter to hear Jacob saying 
deregulation is best for the consumer"	putting the consumers needs first means, deregulating					contradiction	 True
QT50_587	when the REACH regulations first came in they were marvellous	the REACH chemical regulations are terrible, we hate them, they should never come in.	when the REACH regulations first came in they were marvellous	the REACH chemical regulations are terrible, we hate them, they should never come in					contradiction	False
QT50_588	every single one of the people I speak to outside the UK find it incredibly difficult now to ship wine into the UK	producers to bring into it	every single one of the people  AudienceMember20230112QT29 speaks to outside the UK find it incredibly difficult now to ship wine into the UK	the UK is one of the most important countries from an export point of view for wine producers to bring into					Non-Contradiction	False
QT50_589	Whereas it used to be decided by the European Union	That is now under our control	the ease of importing wine used to be decided by the European Union	making it easy to import wine is now under our control					non-contradiction	True
QT50_590	the other countries have done better out of it	The trade deals that have been done with other countries have made us worse off	the other countries have done better out of the trade deals	the trade deals that have been done with other countries have made us worse off					non-contradiction	False
QT50_591	coming in from outside the European Union, was subject to high tariffs and much greater regulation	there was a market across the European Union	the market coming in from outside the European Union, was subject to high tariffs and much greater regulation	there was a market across the European Union					non-contradiction	True
QT50_592	there's no parliamentary scrutiny or approval of any of these trade deals	the point, which is that, Jacob talks about taking control	there's no parliamentary scrutiny or approval of any of these trade deals	the point is that Jacob Rees-Mogg talks about taking control					non-contradiction	False
QT50_593	it's about as oven-ready as a frozen turkey you take out five minutes before Christmas Day	the whole point about, you know, this being oven-ready	the Brexit deal is about as oven-ready as a frozen turkey you take out five minutes before Christmas Day	there is a whole point about the Brexit deal being oven-ready					contradiction	False
QT50_594	that’s forgotten about, no one talks about it anymore	"Going back to the nurses, it was £350 million a week we were going to give 
to the NHS, according to Boris' bus"	a promise of giving £350 million a week to the NHS is forgotten about, no one talks about it anymore	going back to the nurses, it was £350 million a week we were going to give to the NHS, according to Boris' bus					contradiction	 False
QT50_595	it is still possible to make Brexit work	we don't want to re-litigate the debates of the past	it is still possible to make Brexit work	Labour do not want to re-litigate the debates of the past					non-contradiction	 False
QT50_596	look what's happening now in Northern Ireland with the protocol	the people in Northern Ireland, the majority did not vote for Brexit	look what's happening now in Northern Ireland with the protocol	the people in Northern Ireland, the majority did not vote for Brexit					non-contradiction	False
QT50_597	we couldn't afford to lose any of those nurses out of the system	We've seen a complete exodus of European nurses	the UK couldn't afford to lose any of those nurses out of the system	the UK has seen a complete exodus of European nurses  					contradiction	False
QT50_598	doesn't mean you'll actually get it	it basically means, from day one, you can request the right to work from home, work part time, job share, and that kind of thing	the proposal doesn't mean you'll actually get to work from home, work part time, job share, and that kind of thing from day one	the proposal basically means, from day one, you can request the right to work from home, work part time, job share, and that kind of thing					Non-Contradiction	False
QT50_599	It will suit some sectors more than others	flexible arrangements are incredibly important for a whole host of workers across our economy	flexible arrangements will suit some sectors more than others	flexible arrangements are incredibly important for a whole host of workers across our economy					contradiction	 False
QT50_600	it is not the job of Government to tell businesses and workers what to do, or how to do their job	It's the role of Government to enable businesses and workers	it is not the job of Government to tell businesses and workers what to do, or how to do their job	it is the role of Government to enable businesses and workers					non-contradiction	 False
QT50_601	in general, it's not good for other people	sometimes, people should work from home, or may need to work from home	in general, working from home is not good for some people	sometimes, people should work from home, or may need to work from home					Non-contradiction	False
QT50_602	our security teams were all there	I then became very conscious that the MPs carried on not coming in	MPs security teams were all there	Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in					contradiction	True
QT50_603	the cleaners were all there	I then became very conscious that the MPs carried on not coming in	the cleaners were all there for government	Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in					Contradiction	False
QT50_604	it's not so fine if you're at the beginning of your career	It was fine if you're like me	remote working is not so fine if you're at the beginning of your career	remote working was fine if you're like Jacob Rees-Mogg					non-contradiction	 False
QT50_605	I don't think it's really for politicians to involve ourselves in any big way in that decision	it's terribly sad what's happened	it's not really for politicians to involve ourselves in any big way in that decision	it's terribly sad what's happened					non-contradiction	False
QT50_606	what you can't control is how much the other countries will grow	you can make this pledge	what you can't control is how much the other countries will grow	Thangam Debbonaire can make a pledge to have highest sustained growth					contradiction	True
QT50_607	this is a pledge	you can try	having the highest sustained growth is a pledge	Thangam Debbonaire can try to have the highest sustained growth					Contradiction	True
QT50_608	the IMF forecast the UK to be the only G7 economy that's going to shrink this year	we've actually had the third highest rate of growth in the G7 since 2007	the IMF forecast the UK to be the only G7 economy that's going to shrink this year	we've actually had the third highest rate of growth in the G7 since 2007	the IMF forecast the UK to be the only G7 economy that's going to shrink this year	we've actually had the third highest rate of growth in the G7 since 2007	the IMF forecast the UK to be the only G7 economy that's going to shrink this year	we've actually had the third highest rate of growth in the G7 since 2007	contradiction	False
QT50_609	the IMF often make forecasts which are not correct	the IMF forecast the UK to be the only G7 economy that's going to shrink this year	the IMF often make forecasts which are not correct	the IMF forecast the UK to be the only G7 economy that's going to shrink this year		the IMF forecast the UK to be the only G7 economy that's going to shrink this year		the IMF forecast the UK to be the only G7 economy that's going to shrink this year	contradiction	False
QT50_610	The reality is that all countries in the western world are facing economic challenges at the moment	the IMF forecast the UK to be the only G7 economy that's going to shrink this year	the reality is that all countries in the western world are facing economic challenges at the moment	the IMF forecast the UK to be the only G7 economy that's going to shrink this year		the IMF forecast the UK to be the only G7 economy that's going to shrink this year		the IMF forecast the UK to be the only G7 economy that's going to shrink this year	contradiction	False
QT50_611	I'm talking about the 600 jobs the Conservative Party have put at risk	I am not talking about divestment	AudienceMember 20230330QT05 is talking about the 600 jobs the Conservative Party have put at risk	AudienceMember 20230330QT05 is not talking about divestment	I'm talking about the 600 jobs the Conservative Party have put at risk				non-contradiction	False
QT50_612	that's what's happening in Wales	what we won't do is to cancel a road-building project	what's happening in Wales is that road-building projects are being cancelled	what we won't do is to cancel a road-building project	that's what's happening in Wales		what's happening in Wales is that road-building projects are being cancelled		contradiction	False
QT50_613	There must be a radical rethinking about how government and how the structure of the UK operates	it's always more of the same	there must be a radical rethinking about how government and how the structure of the UK operates	the way in which the government and. the structure of UK operates is always more of the same		it's always more of the same			non-contradiction	False
QT50_614	That’s what’s been happening in Wales	"it is entirely impossible to believe that that sort of facility, if it were in the 
South East of England, would’ve been allowed to die on its feet"	essential factories dying on its feet is what’s been happening in Wales	it is entirely impossible to believe that that sort of facility, if it were in the South East of England, would’ve been allowed to die on its feet					non-contradiction	 True
QT50_615	what we don't have is a real tangible plan	what we've got right now is a lot of language that obviously no-one would disagree with	what we don't have is a real tangible plan	what we've got right now is a lot of language that obviously no-one would disagree with	what we don't have is a real tangible plan	what we've got right now is a lot of language that obviously no-one would disagree with	what we don't have is a real tangible plan	what we've got right now is a lot of language that obviously no-one would disagree with	non-contradiction	False
QT50_616	It's not true that there are no planes leaving Cardiff airport	it's quite lazy just to dismiss policies as untrue	it's not true that there are no planes leaving Cardiff airport	it's quite lazy just to dismiss policies as untrue	It's not true that there are no planes leaving Cardiff airport	it's quite lazy just to dismiss policies as untrue	it's not true that there are no planes leaving Cardiff airport	it's quite lazy just to dismiss policies as untrue	contradiction	False
QT50_617	it’s not true that Wales…Welsh government are denying any future road building	it’s quite lazy just to dismiss policies as untrue	it’s not true that the Welsh government are denying any future road building	it’s quite lazy just to dismiss policies as untrue					Self-Contradiction	False
QT50_618	not with, frankly, some left-wing campaigning lawyers	I'm more than happy to side with the security services on that issue	David Davies does not side with some left-wing campaigning lawyers on the issue of whether Shamima Begum is a threat to UK security or not	David Davies is more than happy to side with the security services on the issue of whether Shamima Begum is a threat to UK security or not		I'm more than happy to side with the security services on that issue			non-contradiction	False
QT50_619	short of going over and throwing rocks at other countries in the G7 I can't see how we get there	A long time to give any examples of how we're going to get to the levels of growth that will see us become the fastest growing country in the G7	short of going over and throwing rocks at other countries in the G7 Anita Boateng can't see how we get there	Thangam Debbonaire has had a long time to give any examples of how we're going to get to the levels of growth that will see us become the fastest growing country in the G7		A long time to give any examples of how we're going to get to the levels of growth that will see us become the fastest growing country in the G7		Thangam Debbonaire has had a long time to give any examples of how we're going to get to the levels of growth that will see us become the fastest growing country in the G7	contradiction	False
QT50_620	At the moment we have a government that’s swayed off course ten times in one day	politicians have to have a direction	at the moment we have a government that’s swayed off course ten times in one day	politicians have to have a direction					contradiction	 False
QT50_621	I never understand how these missions can happen in real time in the real world	"he didn’t say anything that I don’t agree with in terms of ambition and a 
mission"	Rakie Ayola never understands how these missions can happen in real time in the real world	Keir Starmer didn’t say anything that Rakie Ayola doesn't agree with in terms of ambition and a mission					non-contradiction	 True
QT50_622	in this instance, I think the law has been used in such a way, by this government, whereby there will be citizens in the future, if you think of Jewish citizens who hold Israeli citizenship, others who hold dual citizenship, who may well find that this government, or a government in the future, can use this law against them again	I want the law to make sure that it safeguards citizens without fear or favour	"in Shamima Begum's case the law has been used in such a way, by this government, whereby there will 
be citizens in the future, if you think of Jewish citizens who hold Israeli citizenship, others who hold dual citizenship, 
who may well find that this government, or a government in the future, can use this law against them again"	Liz Saville-Roberts wants the law to make sure that it safeguards citizens without fear or favour					contradiction	 True
QT50_623	We don't know what that evidence is	The courts have weighed up the evidence	we don't know what that evidence is	the courts have weighed up the evidence whether Shamima Begum is a threat to UK security or not	We don't know what that evidence is		we don't know what that evidence is		non-contradiction	False
QT50_624	she’s committed a crime get her back here	I’m proud to be British and I’m not sure I can see that she can pose a threat	Shamima Begum committed a crime so get her back here	AudienceMember 20230330 is proud to be British and they're not sure they can see that Shamima Begum can pose a threat					Non-Contradiction	False
QT50_625	the government decided to make an example of her	she should absolutely have been able to come back here and be tried for the crimes she is said to have committed that mean the government have taken her citizenship away	the government decided to make an example of Shamima Begum	Shamima Begum should absolutely have been able to come back here and be tried for the crimes she is said to have committed that mean the government have taken her citizenship away					Contradiction	False
QT50_626	I’m worried where it’s going to start the rewriting of classics and popular culture	I hope it’s going to open a discussion on social change	AudienceMember 20230330QT26 is worried where the rewriting of Roald Dahl books is going to start the rewriting of classics and popular culture	AudienceMember 20230330QT26 hopes the rewriting of Roald Dahl books is going to open a discussion on social change					Non-Contradiction	False
QT50_627	it’s a benevolent decision	it’s great that they did	removing words from children's books is not a benevolent decision	it’s great that the publishers removed words from children's books					contradiction	 True
QT50_628	later say no, it was a woman who raped a woman	"we would engage in such legal disingenuousness as to suggest you could 
change the idea that a man rapes a woman"	later we say no, it was a woman who raped a woman	we would engage in such legal disingenuousness as to suggest you could change the idea that a man rapes a woman					non-contradiction	 False
QT50_629	20 years later say, no, actually that was a man	a woman was born on January 21	20 years later we say, no, actually that was a man who was born on 21 January	a woman was born on January 21					contradiction  	 False
QT50_630	it is not always correct as it is set out to be	the forecasts are made	the forecasts are not always correct as they are set out to be	the forecasts are made					non-contradiction	False
QT50_631	there's nothing substantial in the basis of that kind of proclamation	"The Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth"""	there's nothing substantial in the basis of the proclamation of growth	"the Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth"""					contradiction	True
QT50_632	the government refuses to put in place a proper windfall tax	Shell today made eye-watering profits, driven by the energy crisis, paid by everybody in this room	the government refuses to put in place a proper windfall tax	Shell today made eye-watering profits, driven by the energy crisis, paid by everybody in this room					contradiction	False
QT50_633	you've decided not to mention at all that books like Charlotte's Web, right	how interesting that you've made this an issue to talk about	you've decided not to mention at all books like Charlotte's Web	it is interesting that you've made banning books an issue to talk about	you've decided not to mention at all that books like Charlotte's Web, right	how interesting that you've made this an issue to talk about	you've decided not to mention at all books like Charlotte's Web		non-contradiction	True
QT50_634	it’s pretty trivial compared to the absolutely appalling words in songs which I think are quite mainstream on the radio at the moment	have a discussion about whether Augustus Gloop should be fat or enormous	discussing whether Augustus Gloop should be fat or enormous is pretty trivial compared to the absolutely appalling words in songs which David Davies thinks are quite mainstream on the radio at the moment	one can have a discussion about whether Augustus Gloop should be fat or enormous					Contradiction	False
QT50_635	bullying for children will continue	which probably the publishers are using as they monetise the nostalgia that is Roald Dahl for many parents actually	bullying for children will continue	which probably the publishers are using as they monetise the nostalgia that is Roald Dahl for many parents actually					Non-Contradiction	False
QT50_636	censoring books and changing words and banning books as well is very dangerous	social change is great	censoring books and changing words and banning books as well is very dangerous	social change is great					non-contradiction	 False
QT50_637	changing them in any way and banning them I think is very very dangerous	it’s good to look back on the books and see what was bad about them and criticise them	changing books in any way and banning them is very very dangerous	it’s good to look back on the books and see what was bad about them and criticise them					Non-Contradiction	False
QT50_638	so maybe not all but pretty damn near all	it wasn’t all major roads	so maybe not all road projects are being scrapped but pretty damn near all	it wasn’t all major road projects who have been scrapped					Non-Contradiction	False
QT50_639	it wasn’t all major roads	"is the decision to scrap all major road projects, will it damage the Welsh 
economy, what do you think?"	it wasn’t all major road projects who have been scrapped	the decision to scrap all major road projects will or will not damage the Welsh economy					non-contradiction	 True
QT50_640	we desperately need other economic investment	which is great	we desperately need other economic investment	Dwyfor Meirionnydd being highly dependent on tourism is great					Non-contradiction	True
QT50_641	from Llanbedr, where Liz lives, down to Chepstow, where I live, and along the M4, we're not going to be breathing clean air	Yes, we would	from Llanbedr, where Liz Saville-Roberts lives, down to Chepstow, where David Davies lives, and along the M4, we're not going to be breathing clean air	we would breathe clean air	from Llanbedr, where Liz lives, down to Chepstow, where I live, and along the M4, we're not going to be breathing clean air		from Llanbedr, where Liz Saville-Roberts lives, down to Chepstow, where David Davies lives, and along the M4, we're not going to be breathing clean air		contradiction	False
QT50_642	let’s think about the next five/50 days when people are going to need to be able to get around on buses and on better public transport	we should think about 2050	let’s think about the next five/50 days when people are going to need to be able to get around on buses and on better public transport	we should think about 2050					Self-Contradiction	False
QT50_643	I think Cardiff is reasonably good for public transport once you get out of there	we do not have the kind of public transport that you should all rightly expect	Anita Boateng believes that Cardiff is reasonably good for public transport once you get out of there	Wales does not have the kind of public transport that you should all rightly expect					non-contradiction	 False
QT50_644	letâ€™s walk before we run	we need to be ambitious for climate change	on climate change issues let us walk before we run	we need to be ambitious for climate change 	let's walk before we run	we need to be ambitious for climate change	on climate change issues let us walk before we run	we need to be ambitious for climate change 	non-contradiction	True
QT50_645	I always think that maybe did they decide to scrap the roads and then find a reason for it	I think it’s great that Labour are thinking about the environment	Rakie Ayola always thinks that maybe did Labour decide to scrap the roads and then find a reason for it	Rakie Ayola thinks it’s great that Labour are thinking about the environment					-	True
QT50_646	the asylum system is broken	for a whole variety of reasons	the asylum system is broken	the public want answers to the migrant housing crisis for a whole variety of reasons					Non-contradiction	True
